record_type,scheme,model_code_identifier,comparator_code_identifier,minimum_support_per_lithology_m,minimum_absolute_observed_contrast,holes,lithology_pair_units,mean_absolute_contrast_error,absolute_contrast_error_ci_low,absolute_contrast_error_ci_high,mean_sign_agreement,sign_agreement_ci_low,sign_agreement_ci_high,paired_error_delta,paired_error_delta_ci_low,paired_error_delta_ci_high,weighting_hierarchy,role,limitation
model_summary,northing_block_buffered,geology_only,,4.0,0.25,65,103,1.6481217238425376,1.3710678111514703,1.9439143655743478,0.5589743589743589,0.45128205128205123,0.6666666666666666,,,,support within lithology; equal lithology pairs within hole; equal holes,reviewer-directed geology-informed descriptive validation,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
model_summary,northing_block_buffered,partial_pooling,,4.0,0.25,65,103,1.6113904911238475,1.3411696372144901,1.897752710376841,0.5897435897435896,0.48205128205128206,0.6974358974358974,,,,support within lithology; equal lithology pairs within hole; equal holes,reviewer-directed geology-informed descriptive validation,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
model_summary,northing_block_buffered,idw,,4.0,0.25,65,103,1.7969309371221749,1.5392274648946387,2.0680536697918206,0.5179487179487179,0.40512820512820513,0.6307692307692307,,,,support within lithology; equal lithology pairs within hole; equal holes,reviewer-directed geology-informed descriptive validation,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
paired_comparison,northing_block_buffered,lithology_only,global_mean,4.0,0.25,65,103,,,,,,,-0.1424484092129509,-0.36087247247162835,0.06524352657803105,support within lithology; equal lithology pairs within hole; equal holes,reviewer-directed geology-informed descriptive validation,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
paired_comparison,northing_block_buffered,lithology_only,idw,4.0,0.25,65,103,,,,,,,-0.11081038348250975,-0.34685113523884464,0.11430715307665737,support within lithology; equal lithology pairs within hole; equal holes,reviewer-directed geology-informed descriptive validation,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
model_summary,leave_one_hole_out,global_mean,,4.0,0.5,62,94,1.9252099709307804,1.666566936297136,2.1964513178858693,0.0,0.0,0.0,,,,support within lithology; equal lithology pairs within hole; equal holes,reviewer-directed geology-informed descriptive validation,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
model_summary,leave_one_hole_out,lithology_only,,4.0,0.5,62,94,1.7187748943494616,1.434145052763589,2.0263455968093536,0.6236559139784946,0.510752688172043,0.7365591397849462,,,,support within lithology; equal lithology pairs within hole; equal holes,reviewer-directed geology-informed descriptive validation,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
model_summary,leave_one_hole_out,geology_only,,4.0,0.5,62,94,1.6625694866199567,1.3772501777777335,1.9619613462214238,0.6827956989247311,0.5725806451612904,0.7876344086021505,,,,support within lithology; equal lithology pairs within hole; equal holes,reviewer-directed geology-informed descriptive validation,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
model_summary,leave_one_hole_out,partial_pooling,,4.0,0.5,62,94,1.6413854161166075,1.3741790989587306,1.9289912384218817,0.6586021505376344,0.5456989247311829,0.7688172043010753,,,,support within lithology; equal lithology pairs within hole; equal holes,reviewer-directed geology-informed descriptive validation,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
model_summary,leave_one_hole_out,idw,,4.0,0.5,62,94,1.9218983527037108,1.6677453072187558,2.190347137809674,0.45698924731182794,0.3387096774193548,0.575268817204301,,,,support within lithology; equal lithology pairs within hole; equal holes,reviewer-directed geology-informed descriptive validation,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
paired_comparison,leave_one_hole_out,lithology_only,global_mean,4.0,0.5,62,94,,,,,,,-0.2064350765813189,-0.4283016994262838,0.004120933820167199,support within lithology; equal lithology pairs within hole; equal holes,reviewer-directed geology-informed descriptive validation,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
paired_comparison,leave_one_hole_out,lithology_only,idw,4.0,0.5,62,94,,,,,,,-0.20312345835424922,-0.4412649309803914,0.028484384790686674,support within lithology; equal lithology pairs within hole; equal holes,reviewer-directed geology-informed descriptive validation,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
model_summary,northing_block_buffered,global_mean,,4.0,0.5,62,94,1.9252099709307804,1.669081031461237,2.1949574206550797,0.04838709677419355,0.0,0.11290322580645161,,,,support within lithology; equal lithology pairs within hole; equal holes,reviewer-directed geology-informed descriptive validation,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
model_summary,northing_block_buffered,lithology_only,,4.0,0.5,62,94,1.7320918073323006,1.4364176988348427,2.0461191872292708,0.5591397849462365,0.4435483870967742,0.6720430107526881,,,,support within lithology; equal lithology pairs within hole; equal holes,reviewer-directed geology-informed descriptive validation,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
model_summary,northing_block_buffered,geology_only,,4.0,0.5,62,94,1.6911245284138305,1.3969474798084438,2.00937817624506,0.5967741935483871,0.4811827956989247,0.7069892473118279,,,,support within lithology; equal lithology pairs within hole; equal holes,reviewer-directed geology-informed descriptive validation,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
model_summary,northing_block_buffered,partial_pooling,,4.0,0.5,62,94,1.643428268295455,1.3630915744597802,1.9491759091701448,0.6290322580645161,0.5188172043010753,0.7392473118279569,,,,support within lithology; equal lithology pairs within hole; equal holes,reviewer-directed geology-informed descriptive validation,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
model_summary,northing_block_buffered,idw,,4.0,0.5,62,94,1.88192952826089,1.6243003349523235,2.146471376914044,0.5564516129032258,0.44086021505376344,0.6720430107526881,,,,support within lithology; equal lithology pairs within hole; equal holes,reviewer-directed geology-informed descriptive validation,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
paired_comparison,northing_block_buffered,lithology_only,global_mean,4.0,0.5,62,94,,,,,,,-0.19311816359847964,-0.41623879412204084,0.020497948414359604,support within lithology; equal lithology pairs within hole; equal holes,reviewer-directed geology-informed descriptive validation,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
paired_comparison,northing_block_buffered,lithology_only,idw,4.0,0.5,62,94,,,,,,,-0.1498377209285893,-0.3912199034503381,0.0853591107761846,support within lithology; equal lithology pairs within hole; equal holes,reviewer-directed geology-informed descriptive validation,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
model_summary,leave_one_hole_out,global_mean,,4.0,1.0,50,72,2.2930551656668885,2.0197145731076587,2.6002273346448757,0.0,0.0,0.0,,,,support within lithology; equal lithology pairs within hole; equal holes,reviewer-directed geology-informed descriptive validation,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
model_summary,leave_one_hole_out,lithology_only,,4.0,1.0,50,72,1.886051334846814,1.5608606701167174,2.2472321152996426,0.6383333333333333,0.5083333333333333,0.7633333333333333,,,,support within lithology; equal lithology pairs within hole; equal holes,reviewer-directed geology-informed descriptive validation,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
model_summary,leave_one_hole_out,geology_only,,4.0,1.0,50,72,1.8413442533550912,1.5189008096779915,2.189148495892378,0.705,0.5883333333333333,0.8133333333333332,,,,support within lithology; equal lithology pairs within hole; equal holes,reviewer-directed geology-informed descriptive validation,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
model_summary,leave_one_hole_out,partial_pooling,,4.0,1.0,50,72,1.817170038238576,1.5066900518115165,2.1497024975991934,0.6716666666666665,0.55,0.7866666666666666,,,,support within lithology; equal lithology pairs within hole; equal holes,reviewer-directed geology-informed descriptive validation,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
model_summary,leave_one_hole_out,idw,,4.0,1.0,50,72,2.2411538315536834,1.9531058518274143,2.5488967425932043,0.53,0.39666666666666667,0.66,,,,support within lithology; equal lithology pairs within hole; equal holes,reviewer-directed geology-informed descriptive validation,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
paired_comparison,leave_one_hole_out,lithology_only,global_mean,4.0,1.0,50,72,,,,,,,-0.4070038308200747,-0.6778192105302707,-0.15167840282355569,support within lithology; equal lithology pairs within hole; equal holes,reviewer-directed geology-informed descriptive validation,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
paired_comparison,leave_one_hole_out,lithology_only,idw,4.0,1.0,50,72,,,,,,,-0.3551024967068699,-0.6502397580012672,-0.07051739685910297,support within lithology; equal lithology pairs within hole; equal holes,reviewer-directed geology-informed descriptive validation,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
model_summary,northing_block_buffered,global_mean,,4.0,1.0,50,72,2.2930551656668885,2.011031966815587,2.5986578360450974,0.02,0.0,0.06,,,,support within lithology; equal lithology pairs within hole; equal holes,reviewer-directed geology-informed descriptive validation,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
model_summary,northing_block_buffered,lithology_only,,4.0,1.0,50,72,1.9130387854302824,1.5788248397750346,2.276783279474179,0.5683333333333332,0.445,0.6883333333333332,,,,support within lithology; equal lithology pairs within hole; equal holes,reviewer-directed geology-informed descriptive validation,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
model_summary,northing_block_buffered,geology_only,,4.0,1.0,50,72,1.881044644720929,1.5436437005566397,2.2365145716874957,0.615,0.4933333333333333,0.7333333333333334,,,,support within lithology; equal lithology pairs within hole; equal holes,reviewer-directed geology-informed descriptive validation,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
model_summary,northing_block_buffered,partial_pooling,,4.0,1.0,50,72,1.8273577111850983,1.5034278443673301,2.173163254566141,0.655,0.535,0.77,,,,support within lithology; equal lithology pairs within hole; equal holes,reviewer-directed geology-informed descriptive validation,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
model_summary,northing_block_buffered,idw,,4.0,1.0,50,72,2.192620600747992,1.9011027765954187,2.4970413513690337,0.6133333333333333,0.4833333333333333,0.74,,,,support within lithology; equal lithology pairs within hole; equal holes,reviewer-directed geology-informed descriptive validation,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
paired_comparison,northing_block_buffered,lithology_only,global_mean,4.0,1.0,50,72,,,,,,,-0.38001638023660594,-0.6619323880427755,-0.1148207571522263,support within lithology; equal lithology pairs within hole; equal holes,reviewer-directed geology-informed descriptive validation,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
paired_comparison,northing_block_buffered,lithology_only,idw,4.0,1.0,50,72,,,,,,,-0.27958181531770954,-0.581049382690687,0.01342808803322996,support within lithology; equal lithology pairs within hole; equal holes,reviewer-directed geology-informed descriptive validation,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
