record_type,scheme,model_code_identifier,comparator_code_identifier,minimum_support_per_lithology_m,minimum_absolute_observed_contrast,holes,lithology_pair_units,mean_absolute_contrast_error,absolute_contrast_error_ci_low,absolute_contrast_error_ci_high,mean_sign_agreement,sign_agreement_ci_low,sign_agreement_ci_high,paired_error_delta,paired_error_delta_ci_low,paired_error_delta_ci_high,weighting_hierarchy,role,directional_zero_tolerance_tgc_pct,limitation
model_summary,northing_block_buffered,coordinate_trend,,4.0,0.0,66,105,1.795041927093787,1.537557582617412,2.0614435732243455,0.48989898989898983,0.3787878787878788,0.601010101010101,,,,support within lithology; equal lithology pairs within hole; equal holes,additional post-analysis geology-informed descriptive validation,1e-12,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
model_summary,northing_block_buffered,idw,,4.0,0.0,66,105,1.7815111707880258,1.525631759417624,2.048672020893489,0.5252525252525252,0.4090909090909091,0.6363636363636364,,,,support within lithology; equal lithology pairs within hole; equal holes,additional post-analysis geology-informed descriptive validation,1e-12,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
model_summary,northing_block_buffered,lithology_only,,4.0,0.0,66,105,1.659217418558861,1.3788532904476472,1.960629393960394,0.5429292929292928,0.43434343434343436,0.6489898989898989,,,,support within lithology; equal lithology pairs within hole; equal holes,additional post-analysis geology-informed descriptive validation,1e-12,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
model_summary,northing_block_buffered,lithology_spatial,,4.0,0.0,66,105,1.5645113285613688,1.2943846576029523,1.8582281646554686,0.6212121212121212,0.5151515151515151,0.7272727272727272,,,,support within lithology; equal lithology pairs within hole; equal holes,additional post-analysis geology-informed descriptive validation,1e-12,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
model_summary,northing_block_buffered,geology_only,,4.0,0.0,66,105,1.6160914884229214,1.3403328299377257,1.9213738604392416,0.5555555555555555,0.44949494949494945,0.6616161616161615,,,,support within lithology; equal lithology pairs within hole; equal holes,additional post-analysis geology-informed descriptive validation,1e-12,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
model_summary,northing_block_buffered,partial_pooling,,4.0,0.0,66,105,1.5771260902977016,1.3072745002874733,1.8675907759472348,0.601010101010101,0.4949494949494949,0.7070707070707071,,,,support within lithology; equal lithology pairs within hole; equal holes,additional post-analysis geology-informed descriptive validation,1e-12,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
paired_comparison,northing_block_buffered,lithology_only,global_mean,4.0,0.0,66,105,,,,,,,-0.13872830923932192,-0.35089304793711934,0.06332728683455642,support within lithology; equal lithology pairs within hole; equal holes,additional post-analysis geology-informed descriptive validation,1e-12,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
paired_comparison,northing_block_buffered,lithology_only,idw,4.0,0.0,66,105,,,,,,,-0.12229375222916485,-0.35285677279128197,0.09990310280203422,support within lithology; equal lithology pairs within hole; equal holes,additional post-analysis geology-informed descriptive validation,1e-12,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
model_summary,leave_one_hole_out,global_mean,,4.0,0.25,65,103,1.828568962852616,1.56834627373372,2.1026189888587696,0.0,0.0,0.0,,,,support within lithology; equal lithology pairs within hole; equal holes,additional post-analysis geology-informed descriptive validation,1e-12,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
model_summary,leave_one_hole_out,coordinate_trend,,4.0,0.25,65,103,1.8157427018133012,1.5571470174658129,2.090297578008481,0.48205128205128206,0.36923076923076925,0.5948717948717949,,,,support within lithology; equal lithology pairs within hole; equal holes,additional post-analysis geology-informed descriptive validation,1e-12,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
model_summary,leave_one_hole_out,idw,,4.0,0.25,65,103,1.844646644851524,1.5898326649868135,2.1112916365841614,0.45128205128205123,0.3384615384615385,0.5641025641025641,,,,support within lithology; equal lithology pairs within hole; equal holes,additional post-analysis geology-informed descriptive validation,1e-12,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
model_summary,leave_one_hole_out,lithology_only,,4.0,0.25,65,103,1.6706387564482437,1.392783543849353,1.9641550456187467,0.6102564102564102,0.4974358974358974,0.723076923076923,,,,support within lithology; equal lithology pairs within hole; equal holes,additional post-analysis geology-informed descriptive validation,1e-12,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
model_summary,leave_one_hole_out,lithology_spatial,,4.0,0.25,65,103,1.5852892784099553,1.3116348234317747,1.8734130790628256,0.6666666666666666,0.5589743589743589,0.7692307692307693,,,,support within lithology; equal lithology pairs within hole; equal holes,additional post-analysis geology-informed descriptive validation,1e-12,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
model_summary,leave_one_hole_out,geology_only,,4.0,0.25,65,103,1.6191342842569474,1.3445182405848868,1.9099136283573808,0.6564102564102564,0.5487179487179487,0.7589743589743589,,,,support within lithology; equal lithology pairs within hole; equal holes,additional post-analysis geology-informed descriptive validation,1e-12,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
model_summary,leave_one_hole_out,partial_pooling,,4.0,0.25,65,103,1.6102566620995156,1.3506800304206903,1.8891024077970253,0.6307692307692307,0.5230769230769231,0.7334615384615273,,,,support within lithology; equal lithology pairs within hole; equal holes,additional post-analysis geology-informed descriptive validation,1e-12,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
paired_comparison,leave_one_hole_out,lithology_only,global_mean,4.0,0.25,65,103,,,,,,,-0.1579302064043724,-0.3793894623788746,0.05103848829716409,support within lithology; equal lithology pairs within hole; equal holes,additional post-analysis geology-informed descriptive validation,1e-12,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
paired_comparison,leave_one_hole_out,lithology_only,idw,4.0,0.25,65,103,,,,,,,-0.17400788840328024,-0.40235947612665157,0.044879877293269976,support within lithology; equal lithology pairs within hole; equal holes,additional post-analysis geology-informed descriptive validation,1e-12,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
model_summary,northing_block_buffered,global_mean,,4.0,0.25,65,103,1.8285689628526158,1.5714904595215884,2.103665544289929,0.0,0.0,0.0,,,,support within lithology; equal lithology pairs within hole; equal holes,additional post-analysis geology-informed descriptive validation,1e-12,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
model_summary,northing_block_buffered,coordinate_trend,,4.0,0.25,65,103,1.8171419063327143,1.562183613605091,2.089380959553949,0.48205128205128206,0.36923076923076925,0.5948717948717949,,,,support within lithology; equal lithology pairs within hole; equal holes,additional post-analysis geology-informed descriptive validation,1e-12,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
model_summary,northing_block_buffered,idw,,4.0,0.25,65,103,1.7969309371221749,1.5393124591749083,2.064724078209868,0.5179487179487179,0.40512820512820513,0.6307692307692307,,,,support within lithology; equal lithology pairs within hole; equal holes,additional post-analysis geology-informed descriptive validation,1e-12,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
model_summary,northing_block_buffered,lithology_only,,4.0,0.25,65,103,1.6861205536396648,1.4022419864659161,1.9932667184483537,0.5461538461538461,0.43846153846153846,0.6564102564102564,,,,support within lithology; equal lithology pairs within hole; equal holes,additional post-analysis geology-informed descriptive validation,1e-12,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
model_summary,northing_block_buffered,lithology_spatial,,4.0,0.25,65,103,1.5933619041911498,1.3210582329268499,1.891592965143023,0.6256410256410256,0.5179487179487179,0.7282051282051283,,,,support within lithology; equal lithology pairs within hole; equal holes,additional post-analysis geology-informed descriptive validation,1e-12,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
model_summary,northing_block_buffered,geology_only,,4.0,0.25,65,103,1.6481217238425376,1.3721167760033652,1.955403512508908,0.5589743589743589,0.44615384615384623,0.6666666666666667,,,,support within lithology; equal lithology pairs within hole; equal holes,additional post-analysis geology-informed descriptive validation,1e-12,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
model_summary,northing_block_buffered,partial_pooling,,4.0,0.25,65,103,1.6113904911238475,1.3431009919415777,1.9052595517175146,0.5897435897435896,0.482051282051282,0.6974358974358974,,,,support within lithology; equal lithology pairs within hole; equal holes,additional post-analysis geology-informed descriptive validation,1e-12,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
paired_comparison,northing_block_buffered,lithology_only,global_mean,4.0,0.25,65,103,,,,,,,-0.1424484092129509,-0.3619661407970222,0.06497668964010282,support within lithology; equal lithology pairs within hole; equal holes,additional post-analysis geology-informed descriptive validation,1e-12,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
paired_comparison,northing_block_buffered,lithology_only,idw,4.0,0.25,65,103,,,,,,,-0.11081038348250975,-0.34556740459411556,0.11791478994201873,support within lithology; equal lithology pairs within hole; equal holes,additional post-analysis geology-informed descriptive validation,1e-12,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
model_summary,leave_one_hole_out,global_mean,,4.0,0.5,62,94,1.9252099709307804,1.6692278769000268,2.2078942466426823,0.0,0.0,0.0,,,,support within lithology; equal lithology pairs within hole; equal holes,additional post-analysis geology-informed descriptive validation,1e-12,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
model_summary,leave_one_hole_out,coordinate_trend,,4.0,0.5,62,94,1.882157492145031,1.620050957820968,2.1550390263167825,0.5026881720430108,0.3870967741935484,0.618279569892473,,,,support within lithology; equal lithology pairs within hole; equal holes,additional post-analysis geology-informed descriptive validation,1e-12,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
model_summary,leave_one_hole_out,idw,,4.0,0.5,62,94,1.9218983527037108,1.6673329621996706,2.194608417467536,0.45698924731182794,0.3387096774193548,0.575268817204301,,,,support within lithology; equal lithology pairs within hole; equal holes,additional post-analysis geology-informed descriptive validation,1e-12,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
model_summary,leave_one_hole_out,lithology_only,,4.0,0.5,62,94,1.7187748943494616,1.4341246804182355,2.031873969837238,0.6236559139784946,0.5053763440860215,0.7365591397849462,,,,support within lithology; equal lithology pairs within hole; equal holes,additional post-analysis geology-informed descriptive validation,1e-12,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
model_summary,leave_one_hole_out,lithology_spatial,,4.0,0.5,62,94,1.633812922232516,1.359027880047478,1.9324218624068876,0.6827956989247311,0.5698924731182795,0.7903225806451611,,,,support within lithology; equal lithology pairs within hole; equal holes,additional post-analysis geology-informed descriptive validation,1e-12,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
model_summary,leave_one_hole_out,geology_only,,4.0,0.5,62,94,1.6625694866199567,1.3822120816520114,1.9663193586536503,0.6827956989247311,0.5725806451612904,0.7876344086021505,,,,support within lithology; equal lithology pairs within hole; equal holes,additional post-analysis geology-informed descriptive validation,1e-12,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
model_summary,leave_one_hole_out,partial_pooling,,4.0,0.5,62,94,1.6413854161166075,1.372325262335172,1.926328854509842,0.6586021505376344,0.5483870967741934,0.7661290322580645,,,,support within lithology; equal lithology pairs within hole; equal holes,additional post-analysis geology-informed descriptive validation,1e-12,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
paired_comparison,leave_one_hole_out,lithology_only,global_mean,4.0,0.5,62,94,,,,,,,-0.2064350765813189,-0.43220886530061875,0.00447204815564795,support within lithology; equal lithology pairs within hole; equal holes,additional post-analysis geology-informed descriptive validation,1e-12,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
paired_comparison,leave_one_hole_out,lithology_only,idw,4.0,0.5,62,94,,,,,,,-0.20312345835424922,-0.4383609589687639,0.03019155931321923,support within lithology; equal lithology pairs within hole; equal holes,additional post-analysis geology-informed descriptive validation,1e-12,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
model_summary,northing_block_buffered,global_mean,,4.0,0.5,62,94,1.9252099709307804,1.6662126967659572,2.199206916551934,0.0,0.0,0.0,,,,support within lithology; equal lithology pairs within hole; equal holes,additional post-analysis geology-informed descriptive validation,1e-12,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
model_summary,northing_block_buffered,coordinate_trend,,4.0,0.5,62,94,1.8852224874258778,1.6150528417726793,2.160417333311385,0.5026881720430108,0.3870967741935484,0.618279569892473,,,,support within lithology; equal lithology pairs within hole; equal holes,additional post-analysis geology-informed descriptive validation,1e-12,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
model_summary,northing_block_buffered,idw,,4.0,0.5,62,94,1.88192952826089,1.6266607143933947,2.147160008145819,0.5564516129032258,0.44086021505376344,0.6720430107526881,,,,support within lithology; equal lithology pairs within hole; equal holes,additional post-analysis geology-informed descriptive validation,1e-12,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
model_summary,northing_block_buffered,lithology_only,,4.0,0.5,62,94,1.7320918073323006,1.442748963618875,2.0509796666045466,0.5591397849462365,0.4462365591397849,0.6720430107526881,,,,support within lithology; equal lithology pairs within hole; equal holes,additional post-analysis geology-informed descriptive validation,1e-12,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
model_summary,northing_block_buffered,lithology_spatial,,4.0,0.5,62,94,1.6386054266702073,1.3558711184650798,1.9465771570655777,0.6424731182795698,0.532258064516129,0.75,,,,support within lithology; equal lithology pairs within hole; equal holes,additional post-analysis geology-informed descriptive validation,1e-12,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
model_summary,northing_block_buffered,geology_only,,4.0,0.5,62,94,1.6911245284138305,1.3993209153698072,2.012454399796548,0.5967741935483871,0.48387096774193544,0.7096774193548387,,,,support within lithology; equal lithology pairs within hole; equal holes,additional post-analysis geology-informed descriptive validation,1e-12,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
model_summary,northing_block_buffered,partial_pooling,,4.0,0.5,62,94,1.643428268295455,1.3592806219125242,1.9430890671253294,0.6290322580645161,0.5161290322580645,0.7365591397849462,,,,support within lithology; equal lithology pairs within hole; equal holes,additional post-analysis geology-informed descriptive validation,1e-12,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
paired_comparison,northing_block_buffered,lithology_only,global_mean,4.0,0.5,62,94,,,,,,,-0.19311816359847964,-0.41920152556856666,0.020791213363139948,support within lithology; equal lithology pairs within hole; equal holes,additional post-analysis geology-informed descriptive validation,1e-12,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
paired_comparison,northing_block_buffered,lithology_only,idw,4.0,0.5,62,94,,,,,,,-0.1498377209285893,-0.39348990051032323,0.08129188179057163,support within lithology; equal lithology pairs within hole; equal holes,additional post-analysis geology-informed descriptive validation,1e-12,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
model_summary,leave_one_hole_out,global_mean,,4.0,1.0,50,72,2.2930551656668885,2.0189394685673343,2.5934191820409764,0.0,0.0,0.0,,,,support within lithology; equal lithology pairs within hole; equal holes,additional post-analysis geology-informed descriptive validation,1e-12,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
model_summary,leave_one_hole_out,coordinate_trend,,4.0,1.0,50,72,2.2143264269474416,1.9185936554758394,2.5258191901964775,0.56,0.43,0.69,,,,support within lithology; equal lithology pairs within hole; equal holes,additional post-analysis geology-informed descriptive validation,1e-12,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
model_summary,leave_one_hole_out,idw,,4.0,1.0,50,72,2.2411538315536834,1.9589831480857653,2.552161809029748,0.53,0.39666666666666667,0.6633333333333333,,,,support within lithology; equal lithology pairs within hole; equal holes,additional post-analysis geology-informed descriptive validation,1e-12,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
model_summary,leave_one_hole_out,lithology_only,,4.0,1.0,50,72,1.886051334846814,1.5541860315401417,2.2430004253343006,0.6383333333333333,0.5083333333333333,0.7633333333333333,,,,support within lithology; equal lithology pairs within hole; equal holes,additional post-analysis geology-informed descriptive validation,1e-12,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
model_summary,leave_one_hole_out,lithology_spatial,,4.0,1.0,50,72,1.8296131641761093,1.5153384455723815,2.172248179906749,0.7016666666666665,0.5816666666666667,0.8166666666666665,,,,support within lithology; equal lithology pairs within hole; equal holes,additional post-analysis geology-informed descriptive validation,1e-12,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
model_summary,leave_one_hole_out,geology_only,,4.0,1.0,50,72,1.8413442533550912,1.5198960227447151,2.186215521903482,0.705,0.5866666666666667,0.815,,,,support within lithology; equal lithology pairs within hole; equal holes,additional post-analysis geology-informed descriptive validation,1e-12,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
model_summary,leave_one_hole_out,partial_pooling,,4.0,1.0,50,72,1.817170038238576,1.5046249223395916,2.148154025189683,0.6716666666666665,0.55,0.7866666666666667,,,,support within lithology; equal lithology pairs within hole; equal holes,additional post-analysis geology-informed descriptive validation,1e-12,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
paired_comparison,leave_one_hole_out,lithology_only,global_mean,4.0,1.0,50,72,,,,,,,-0.4070038308200747,-0.6713017610010743,-0.15236209563876615,support within lithology; equal lithology pairs within hole; equal holes,additional post-analysis geology-informed descriptive validation,1e-12,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
paired_comparison,leave_one_hole_out,lithology_only,idw,4.0,1.0,50,72,,,,,,,-0.3551024967068699,-0.6447342920106354,-0.06940055263877866,support within lithology; equal lithology pairs within hole; equal holes,additional post-analysis geology-informed descriptive validation,1e-12,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
model_summary,northing_block_buffered,global_mean,,4.0,1.0,50,72,2.2930551656668885,2.0218658692154645,2.5925065067276933,0.0,0.0,0.0,,,,support within lithology; equal lithology pairs within hole; equal holes,additional post-analysis geology-informed descriptive validation,1e-12,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
model_summary,northing_block_buffered,coordinate_trend,,4.0,1.0,50,72,2.217132597215821,1.9184585906356462,2.526140634717153,0.56,0.42666666666666664,0.69,,,,support within lithology; equal lithology pairs within hole; equal holes,additional post-analysis geology-informed descriptive validation,1e-12,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
model_summary,northing_block_buffered,idw,,4.0,1.0,50,72,2.192620600747992,1.900478137333059,2.50220109461123,0.6133333333333333,0.4833333333333333,0.74,,,,support within lithology; equal lithology pairs within hole; equal holes,additional post-analysis geology-informed descriptive validation,1e-12,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
model_summary,northing_block_buffered,lithology_only,,4.0,1.0,50,72,1.9130387854302824,1.5729482853466716,2.276528690058686,0.5683333333333332,0.4466666666666667,0.69,,,,support within lithology; equal lithology pairs within hole; equal holes,additional post-analysis geology-informed descriptive validation,1e-12,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
model_summary,northing_block_buffered,lithology_spatial,,4.0,1.0,50,72,1.8526403113965209,1.5346800006529748,2.200711278092824,0.6716666666666665,0.5516666666666665,0.7866666666666666,,,,support within lithology; equal lithology pairs within hole; equal holes,additional post-analysis geology-informed descriptive validation,1e-12,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
model_summary,northing_block_buffered,geology_only,,4.0,1.0,50,72,1.881044644720929,1.5444209824178072,2.2397293235462383,0.615,0.4933333333333333,0.7333333333333333,,,,support within lithology; equal lithology pairs within hole; equal holes,additional post-analysis geology-informed descriptive validation,1e-12,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
model_summary,northing_block_buffered,partial_pooling,,4.0,1.0,50,72,1.8273577111850983,1.5027213766444765,2.181250728299094,0.655,0.535,0.77,,,,support within lithology; equal lithology pairs within hole; equal holes,additional post-analysis geology-informed descriptive validation,1e-12,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
paired_comparison,northing_block_buffered,lithology_only,global_mean,4.0,1.0,50,72,,,,,,,-0.38001638023660594,-0.659444648248114,-0.11686757220920295,support within lithology; equal lithology pairs within hole; equal holes,additional post-analysis geology-informed descriptive validation,1e-12,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
paired_comparison,northing_block_buffered,lithology_only,idw,4.0,1.0,50,72,,,,,,,-0.27958181531770954,-0.5840802082039078,0.008735105553458114,support within lithology; equal lithology pairs within hole; equal holes,additional post-analysis geology-informed descriptive validation,1e-12,"within-hole logged-lithology contrasts; no hard-boundary, directional-continuity, or causal claim"
